Line #,Key,en Version,hy Translation
49,hy.activerecord.attributes.story.categories,Categories,Կատեգորիաներ
50,hy.activerecord.attributes.story.story_type,Type,Տեսակ
51,hy.activerecord.attributes.story.in_theme_slider,Show Story in Theme Slider,Ցույց տալ պատմությունը նույն թեմատիկ վահանակում
52,hy.activerecord.attributes.story_translation.title,Story Title,Վերնագիր
53,hy.activerecord.attributes.story_translation.author,Author(s),Հեղինակ(ներ)
54,hy.activerecord.attributes.story_translation.media_author,Photo and Video Author(s),Ֆոտո և վիդեո հեղինակ(ներ)
55,hy.activerecord.attributes.story_translation.translation_author,Translation Author(s),Թարգմանության հեղինակ(ներ)
56,hy.activerecord.attributes.story_translation.published,Publish?,Հրապարկել?
57,hy.activerecord.attributes.story_translation.published_at,Was Published,Հրապարակված է
58,hy.activerecord.attributes.story_translation.about,Story Summary,Համառոտագրություն
59,hy.activerecord.attributes.story_translation.permalink,Story URL,Նյութի URL
60,hy.activerecord.attributes.story_translation.permalink_staging,Story URL,Նյութի URL
61,hy.activerecord.attributes.story_translation.asset.asset_file_name,File,File
62,hy.activerecord.attributes.story_translation.asset.asset_content_type,File Content Type,File Content Type
63,hy.activerecord.attributes.story_translation.asset.asset_file_size,File Size,File Size
64,hy.activerecord.attributes.story_translations.title,Story Title,Վերնագիր
65,hy.activerecord.attributes.story_translations.author,Author(s),Հեղինակ(ներ)
66,hy.activerecord.attributes.story_translations.media_author,Photo and Video Author(s),Ֆոտո և վիդեո հեղինակ(ներ)
67,hy.activerecord.attributes.story_translations.translation_author,Translation Author(s),Թարգմանության հեղինակ(ներ)
68,hy.activerecord.attributes.story_translations.published,Publish?,Հրապարկել?
69,hy.activerecord.attributes.story_translations.published_at,Was Published,Հրապարակված է
70,hy.activerecord.attributes.story_translations.about,Story Summary,Համառոտագրություն
71,hy.activerecord.attributes.story_translations.permalink,Story URL,Նյութի URL
72,hy.activerecord.attributes.story_translations.permalink_staging,Story URL,Նյութի URL
73,hy.activerecord.attributes.story_translations.asset.asset_file_name,File,File
74,hy.activerecord.attributes.story_translations.asset.asset_content_type,File Content Type,File Content Type
75,hy.activerecord.attributes.story_translations.asset.asset_file_size,File Size,File Size
76,hy.activerecord.attributes.section.has_marker,Navigation Shortcut,Նավիգացիոն դյուրանցում
77,hy.activerecord.attributes.section.type_id,Type,Տեսակ
78,hy.activerecord.attributes.section.sort_order,Sort Order,Դասակարգման հերթականություն
79,hy.activerecord.attributes.section_translation.title,Title,Վերնագիր
80,hy.activerecord.attributes.section_translation.audio,Audio Track,Աուդիո 
81,hy.activerecord.attributes.section_translation.delete_audio,Delete the Audio Track?,Ջնջել աուդիո ֆայլը?
82,hy.activerecord.attributes.section_translation.asset.asset_file_name,File,File
83,hy.activerecord.attributes.section_translation.asset.asset_content_type,File Content Type,File Content Type
84,hy.activerecord.attributes.section_translation.asset.asset_file_size,File Size,File Size
85,hy.activerecord.attributes.section_translations.title,Title,Վերնագիր
86,hy.activerecord.attributes.section_translations.audio,Audio Track,Աուդիո 
87,hy.activerecord.attributes.section_translations.delete_audio,Delete the Audio Track?,Ջնջել աուդիո ֆայլը?
88,hy.activerecord.attributes.section_translations.asset.asset_file_name,File,File
89,hy.activerecord.attributes.section_translations.asset.asset_content_type,File Content Type,File Content Type
90,hy.activerecord.attributes.section_translations.asset.asset_file_size,File Size,File Size
91,hy.activerecord.attributes.content_translation.title,Title,Անվանում
92,hy.activerecord.attributes.content_translation.caption,Heading,Վերնագիր
93,hy.activerecord.attributes.content_translation.sub_caption,Subheading,Ենթավերնագիր
94,hy.activerecord.attributes.content_translation.content,Text,Տեքստ
95,hy.activerecord.attributes.content_translations.title,Title,Անվանում
96,hy.activerecord.attributes.content_translations.caption,Heading,Վերնագիր
97,hy.activerecord.attributes.content_translations.sub_caption,Subheading,Ենթավերնագիր
98,hy.activerecord.attributes.content_translations.content,Text,Տեքստ
99,hy.activerecord.attributes.medium.media_type,Media Type,Մեդիայի տեսակը
100,hy.activerecord.attributes.medium.image,Image,Նկար
101,hy.activerecord.attributes.medium.video,Video,Վիդեո
102,hy.activerecord.attributes.medium.video_loop,Loop Video,Վերախաղարկել վիդեոն
103,hy.activerecord.attributes.medium_translation.title,Title,Վերնագիր
104,hy.activerecord.attributes.medium_translation.caption,Caption,Ենթագրեր
105,hy.activerecord.attributes.medium_translation.caption_align,Caption Alignment,Ենթագրերի ուղղվածություն
106,hy.activerecord.attributes.medium_translation.infobox_type,Caption Position,Ենթագրերի դիրք
107,hy.activerecord.attributes.medium_translation.summary,Summary,Հակիրճ նկարագրություն
108,hy.activerecord.attributes.medium_translation.source,Source,Աղբյուր
109,hy.activerecord.attributes.medium_translation.image_name,Image,Նկար
110,hy.activerecord.attributes.medium_translation.video_name,Video,Վիդեո
111,hy.activerecord.attributes.medium_translation.image.asset_file_name,File,File
112,hy.activerecord.attributes.medium_translation.image.asset_content_type,File Content Type,File Content Type
113,hy.activerecord.attributes.medium_translation.image.asset_file_size,File Size,File Size
114,hy.activerecord.attributes.medium_translation.video.asset_file_name,File,File
115,hy.activerecord.attributes.medium_translation.video.asset_content_type,File Content Type,File Content Type
116,hy.activerecord.attributes.medium_translation.video.asset_file_size,File Size,File Size
117,hy.activerecord.attributes.medium_translations.title,Title,Վերնագիր
118,hy.activerecord.attributes.medium_translations.caption,Caption,Ենթագրեր
119,hy.activerecord.attributes.medium_translations.caption_align,Caption Alignment,Ենթագրերի ուղղվածություն
120,hy.activerecord.attributes.medium_translations.infobox_type,Caption Position,Ենթագրերի դիրք
121,hy.activerecord.attributes.medium_translations.summary,Summary,Հակիրճ նկարագրություն
122,hy.activerecord.attributes.medium_translations.source,Source,Աղբյուր
123,hy.activerecord.attributes.medium_translations.image_name,Image,Նկար
124,hy.activerecord.attributes.medium_translations.video_name,Video,Վիդեո
125,hy.activerecord.attributes.medium_translations.image.asset_file_name,File,File
126,hy.activerecord.attributes.medium_translations.image.asset_content_type,File Content Type,File Content Type
127,hy.activerecord.attributes.medium_translations.image.asset_file_size,File Size,File Size
128,hy.activerecord.attributes.medium_translations.video.asset_file_name,File,File
129,hy.activerecord.attributes.medium_translations.video.asset_content_type,File Content Type,File Content Type
130,hy.activerecord.attributes.medium_translations.video.asset_file_size,File Size,File Size
131,hy.activerecord.attributes.slideshow_translation.title,Title,Վերնագիր
132,hy.activerecord.attributes.slideshow_translation.caption,Heading,Անվանում
133,hy.activerecord.attributes.slideshow_translation.description,Description,Նկարագրություն
134,hy.activerecord.attributes.slideshow_translation.asset_files_name,Image(s),Image(s)
135,hy.activerecord.attributes.slideshow_translation.asset_files.asset_file_name,File,File
136,hy.activerecord.attributes.slideshow_translation.asset_files.asset_content_type,File Content Type,File Content Type
137,hy.activerecord.attributes.slideshow_translation.asset_files.asset_file_size,File Size,File Size
138,hy.activerecord.attributes.slideshow_translations.title,Title,Վերնագիր
139,hy.activerecord.attributes.slideshow_translations.caption,Heading,Անվանում
140,hy.activerecord.attributes.slideshow_translations.description,Description,Նկարագրություն
141,hy.activerecord.attributes.slideshow_translations.asset_files_name,Image(s),Image(s)
142,hy.activerecord.attributes.slideshow_translations.asset_files.asset_file_name,File,File
143,hy.activerecord.attributes.slideshow_translations.asset_files.asset_content_type,File Content Type,File Content Type
144,hy.activerecord.attributes.slideshow_translations.asset_files.asset_file_size,File Size,File Size
145,hy.activerecord.attributes.message.name,Name,Name
146,hy.activerecord.attributes.message.email,Email Address,Email Address
147,hy.activerecord.attributes.message.message,Message,Message
148,hy.activerecord.attributes.message.message_type,Feedback Type,Feedback Type
149,hy.activerecord.attributes.embed_medium_translation.title,Title,Վերնագիր
150,hy.activerecord.attributes.embed_medium_translation.url,URL to Online Media,Առցանց Media-ի URL 
151,hy.activerecord.attributes.embed_medium_translations.title,Title,Վերնագիր
152,hy.activerecord.attributes.embed_medium_translations.url,URL to Online Media,Առցանց Media-ի URL 
153,hy.activerecord.attributes.youtube.fullscreen,Fullscreen,Ամբողջ էկրանով
154,hy.activerecord.attributes.youtube.loop,Loop,Վերախաղարկել
155,hy.activerecord.attributes.youtube.info,Show Video Title Bar,Ցույց տալ վիդեոյի վերնագրի վահանակը
156,hy.activerecord.attributes.youtube_translation.title,Title,Վերնագիր
157,hy.activerecord.attributes.youtube_translation.url,URL to YouTube Video,YouTube վիդեոյի URL-ը
158,hy.activerecord.attributes.youtube_translation.menu_lang,Player Language,Խաղարկչի (փլեերի) լեզուն
159,hy.activerecord.attributes.youtube_translation.cc,Show Caption/Subtitle,Ցույց տալ ենթագրերը
160,hy.activerecord.attributes.youtube_translation.cc_lang,Subtitle Language,Ենթագրերի լեզուն
161,hy.activerecord.attributes.youtube_translations.title,Title,Վերնագիր
162,hy.activerecord.attributes.youtube_translations.url,URL to YouTube Video,YouTube վիդեոյի URL-ը
163,hy.activerecord.attributes.youtube_translations.menu_lang,Player Language,Խաղարկչի (փլեերի) լեզուն
164,hy.activerecord.attributes.youtube_translations.cc,Show Caption/Subtitle,Ցույց տալ ենթագրերը
165,hy.activerecord.attributes.youtube_translations.cc_lang,Subtitle Language,Ենթագրերի լեզուն
166,hy.activerecord.attributes.infographic.published_at,Date Published,Date Published
167,hy.activerecord.attributes.infographic.image,Infographic Image,Infographic Image
168,hy.activerecord.attributes.infographic.dataset_file,Related File,Dataset File
169,hy.activerecord.attributes.infographic.datasources,Data Sources,Data Sources
170,hy.activerecord.attributes.infographic.subtype,Infographic Type,Infographic Type
171,hy.activerecord.attributes.infographic.dynamic_width,Width,Width
172,hy.activerecord.attributes.infographic.dynamic_height,Height,Height
173,hy.activerecord.attributes.infographic_translation.title,Title,Title
174,hy.activerecord.attributes.infographic_translation.caption,Heading,Heading
175,hy.activerecord.attributes.infographic_translation.description,Description,Description
176,hy.activerecord.attributes.infographic_translation.dataset_url,Online Dataset,Online Dataset
177,hy.activerecord.attributes.infographic_translation.image_name,Image,Image
178,hy.activerecord.attributes.infographic_translation.image.asset_file_name,File,File
179,hy.activerecord.attributes.infographic_translation.image.asset_content_type,File Content Type,File Content Type
180,hy.activerecord.attributes.infographic_translation.image.asset_file_size,File Size,File Size
181,hy.activerecord.attributes.infographic_translation.dataset_file.asset_file_name,File,File
182,hy.activerecord.attributes.infographic_translation.dataset_file.asset_content_type,File Content Type,File Content Type
183,hy.activerecord.attributes.infographic_translation.dataset_file.asset_file_size,File Size,File Size
184,hy.activerecord.attributes.infographic_translation.dynamic_url,Dynamic URL,Dynamic URL
185,hy.activerecord.attributes.infographic_translations.title,Title,Title
186,hy.activerecord.attributes.infographic_translations.caption,Heading,Heading
187,hy.activerecord.attributes.infographic_translations.description,Description,Description
188,hy.activerecord.attributes.infographic_translations.dataset_url,Online Dataset,Online Dataset
189,hy.activerecord.attributes.infographic_translations.image_name,Image,Image
190,hy.activerecord.attributes.infographic_translations.image.asset_file_name,File,File
191,hy.activerecord.attributes.infographic_translations.image.asset_content_type,File Content Type,File Content Type
192,hy.activerecord.attributes.infographic_translations.image.asset_file_size,File Size,File Size
193,hy.activerecord.attributes.infographic_translations.dataset_file.asset_file_name,File,File
194,hy.activerecord.attributes.infographic_translations.dataset_file.asset_content_type,File Content Type,File Content Type
195,hy.activerecord.attributes.infographic_translations.dataset_file.asset_file_size,File Size,File Size
196,hy.activerecord.attributes.infographic_translations.dynamic_url,Dynamic URL,Dynamic URL
197,hy.activerecord.attributes.infographic_datasource.name,Data Source Name,Data Source Name
198,hy.activerecord.attributes.infographic_datasource.url,Data Source URL,Data Source URL
199,hy.activerecord.attributes.language.locale,Locale,Տեղավայր
200,hy.activerecord.attributes.language.name,Language Name,Լեզու
201,hy.activerecord.attributes.category_translation.name,Name,Անուն
202,hy.activerecord.attributes.category_translations.name,Name,Անուն
203,hy.activerecord.attributes.page.name,Unique name for content (do not change!),Եզակի անվանում բովանդակության համար (չփոխե՛լ)
204,hy.activerecord.attributes.page_translation.title,Title to show above content,"Վերնագիր, որը կհայտնվի բովանդակության վերևում "
205,hy.activerecord.attributes.page_translation.content,Content,Բովանդակություն
206,hy.activerecord.attributes.page_translations.title,Title to show above content,"Վերնագիր, որը կհայտնվի բովանդակության վերևում "
207,hy.activerecord.attributes.page_translations.content,Content,Բովանդակություն
208,hy.activerecord.attributes.theme.is_published,Publish?,Հրապարակե՞լ
209,hy.activerecord.attributes.theme.published_at,Date Published,Հրապարակման ամսաթիվը
210,hy.activerecord.attributes.theme.show_home_page,Show this theme on the home page?,Ցո՞ւյց տալ այս թեման գլխավոր էջում
211,hy.activerecord.attributes.theme.published_item_count,Number of Published Items,Հրապարակված օբյեկտների քանակը
212,hy.activerecord.attributes.theme.featured_stories,Featured Stories,Featured Stories
213,hy.activerecord.attributes.theme_translation.name,Name,Անուն
214,hy.activerecord.attributes.theme_translation.edition,Edition,Ելից
215,hy.activerecord.attributes.theme_translation.description,Description,Նկարագրություն
216,hy.activerecord.attributes.theme_translation.permalink,URL,URL
217,hy.activerecord.attributes.theme_translations.name,Name,Անուն
218,hy.activerecord.attributes.theme_translations.edition,Edition,Ելից
219,hy.activerecord.attributes.theme_translations.description,Description,Նկարագրություն
220,hy.activerecord.attributes.theme_translations.permalink,URL,URL
221,hy.activerecord.attributes.story_type.sort_order,Sort Order,Դասակարգման հերթականություն
222,hy.activerecord.attributes.story_type_translation.name,Name,Անուն
223,hy.activerecord.attributes.story_type_translation.permalink,URL,URL
224,hy.activerecord.attributes.story_type_translations.name,Name,Անուն
225,hy.activerecord.attributes.story_type_translations.permalink,URL,URL
226,hy.activerecord.errors.messages.required_field,is a required field.,Պարտադիր լրացման համար
227,hy.activerecord.errors.messages.already_exists,already exists in the database.,Արդեն առկա է տվյալների բազայում
228,hy.activerecord.errors.messages.story_authors,must have at least one person selected.,Անհրաժեշտ է ընտրել նվազագույնը մեկ հոգու
229,hy.activerecord.errors.messages.publish_theme,The theme cannot be published until at least one published item has been assigned to the theme.,Նյութը չի կարող հրապարակվել քանի դեռ նվազագույնը մեկ տպագրված օբյեկտ չի կցվել թեմային.
230,hy.activerecord.errors.messages.not_provided,must be provided.,must be provided.
231,hy.mailer.closing,"Sincerely,","Հարգանքով,"
232,hy.mailer.signature,The Chai Khana Team,Չայխանայի թիմ
233,hy.mailer.unsubscribe,Click here to change your notification settings,Սեղմեք այստեղ՝ փոխելու կարգավորումները
234,hy.mailer.contact.contact_form.subject,Chai Khana Contact Form,Չայխանային դիմումի ձև
235,hy.mailer.notification.new_user.subject,Welcome to Chai Khana!,Բարի գալուստ Չայխանա!
236,hy.mailer.notification.new_user.message,"Thank you for becoming a member of Chai Khana. We look forward to exploring the stories you build!

When you have a chance, please visit your settings page so you can update your avatar, nickname, personal URL, and a summary about yourself: [settings_link].

You can manage when you would like to receive email notifications from Chai Khana by going to the notifications page: [notifications_link]. ","Շնորհակալություն Չայխանային միանալու համար: Անհամբեր սպասում ենք Ձեր նյութերին: 

Հնարավորության դեպքում այցելեք Ձեր կարգավորումների էջը, որպեսզի թարմացնեք ավատարը, կեղծանունը, անձնական URL և Ձեր մասին համառոտ նկարագրությունը: [settings_link].

Դուք կարող եք կարգավորել Չայխանայից նամակով ծանուցում ստանալու հաճախականությունը՝ այցելելով ծանուցումների էջը: [notifications_link]."
237,hy.mailer.notification.published_theme.subject,New themes have been published on Chai Khana!,New themes have been published on Chai Khana!
238,hy.mailer.notification.published_theme.message,The following themes you have expressed interest in were recently published:,The following themes you have expressed interest in were recently published:
239,hy.mailer.notification.published_story.subject,New stories have been published on Chai Khana!,Չայխանայում հրապարակվել են նոր նյութեր
240,hy.mailer.notification.published_story.message,The following stories you have expressed interest in were recently published:,"Սույն պատմությունները, որոնք Ձեզ հետաքրքրում էին, հրապարակվել են"
241,hy.mailer.notification.story_comment.subject,Someone has posted a comment on your story on Chai Khana!,Չայխանայի Ձեր հրապարակումը մեկնաբանել են!
242,hy.mailer.notification.story_comment.message,The following stories have recently received a comment:,Հետևյալ նյութերը նոր մեկնաբանություններ են ստացել:
243,hy.mailer.notification.story_comment.comment,1 Comment,1 Մեկնաբանություն
244,hy.mailer.notification.story_comment.comments,%{num} Comments,%{num} Մեկնաբանություններ
245,hy.mailer.notification.story_collaboration.subject,You have been invited to collaborate on a story on Chai Khana!,Ձեզ հրավիրել են Չայխանա՝ նյութի շուրջ համագործակցության
246,hy.mailer.notification.story_collaboration.message,"You have received the following invitations to collaborate on stories with other people on Chai Khana. If you would like to accept the invitation, simply click the 'Accept the Invitation' link. If you want to decline this invitation, no action is needed on your part.","Դուք ստացել եք Չայխանայում այլ մարդկանց հետ համագոործակցելու հետևյալ հրավերները: Եթե ցանկանում եք ընդունել հրավերները, պարզապես սեղմեք «Ընդունել հրավերը»  հղումը: Եթե դուք ցանկանում եք մերժել այն, ապա ոչինչ մի արեք:"
247,hy.mailer.notification.story_collaboration.from,From,Հետադարձ հասցե
248,hy.mailer.notification.story_collaboration.role,Role,Կարգավիճակ
249,hy.mailer.notification.story_collaboration.story_title,Story Title,Վերնագիր
250,hy.mailer.notification.story_collaboration.msg,Message,Նամակ
251,hy.mailer.notification.story_collaboration.accept_link,Accept the Invitation,Ընդունել հրավերը
252,hy.mailer.notification.story_collaboration.all_invitations,View all of your Chai Khana collaboration invitations.,Դիտել համագործակցության հրավերները
253,hy.mailer.notification.processed_videos.subject,Your videos on Chai Khana have been processed!,Ձեր վիդեոների մշակումը Չայխանայում ավարտվեց
254,hy.mailer.notification.processed_videos.message,The following stories of yours have videos that have completed processing:,"Ձեր հետևյալ պատմությունները, պարունակում էին վիդեոներ, որոնց մշակումն ավարտված է"
255,hy.mailer.notification.processed_videos.story_title,Story:,նյութ:
256,hy.mailer.notification.processed_videos.status,Video Processing Status: %{processed} of %{total} completed,Վիդեոյի մշակման ընթացքը՝ %{processed} -ից %{total} ավարտված է
257,hy.mailer.notification.processed_videos.processed,Videos Processed:,Վիդեոն մշակված է
258,hy.mailer.notification.processed_videos.not_processed,Videos Still Processing:,Վիդեոյի մշակումն ընթացքի մեջ է
259,hy.mailer.notification.processed_videos.none_processed,No vidoes have been processed.,Վիդեոներ չեն մշակվել
260,hy.mailer.notification.processed_videos.none_processing,All videos have been processed!,Բոլոր վիդեոների մշակումն ավարտված է
261,hy.mailer.notification.processed_video_errors.subject,Videos on Chai Khana have processing errors!,"Չայխանայում, վիդեոյի մշակման ընթացքում ի հայտ է եկել սխալ"
262,hy.mailer.notification.processed_video_errors.message,The following videos had errors while being processed:,Հետևյալ վիդեոների մշակման ընթացքում ի հայտ է եկել սխալ
263,hy.mailer.notification.processed_video_errors.story_id,Story ID,Նյութի ID
264,hy.mailer.notification.processed_video_errors.asset_id,Asset ID,Ֆայլի ID
265,hy.mailer.notification.processed_video_errors.path,URL of Video,Վիդեոյի URL
266,hy.helpers.actions,Actions,Գործողություններ
267,hy.helpers.links.admin,Admin Section,Ադմինի բաժին
268,hy.helpers.links.edit,Edit,Խմբագրել
269,hy.helpers.links.confirm,Are you sure?,Համոզված եք?
270,hy.helpers.links.destroy,Delete,Ջնջել
271,hy.helpers.links.new,New,Նոր
272,hy.helpers.links.list,View All,Դիտել բոլորը
273,hy.helpers.links.back,View All,Դիտել բոլորը
274,hy.helpers.links.cancel,Cancel,Չեղարկել
275,hy.helpers.links.reset,Reset,Վերագործարկել
276,hy.helpers.links.view,View,Դիտել
277,hy.helpers.links.sign_in_facebook,Sign in with Facebook,Մուտք գործել Ֆեյսբուքով
278,hy.helpers.links.edit_story,Edit Story Settings,Խմբագրել Նյութի կարգավորումները 
279,hy.helpers.links.delete_story,Delete Story,Ջնջել նյութը
280,hy.helpers.links.admin_story,Edit Content,Խմբագրել բովանդակությունը
281,hy.helpers.links.publish_story,Publish Story,Հրապարակել նյութը
282,hy.helpers.links.forgot_password,Forgot Password?,Մոռացե՞լ եք գաղտնաբառը
283,hy.helpers.links.change_password,Change Your Password,Փոխել Ձեր գաղտնաբառը 
284,hy.helpers.links.change_password2,Change Password,Փոխել գաղտնաբառը 
285,hy.helpers.links.password_reset,Reset Password,Վերականգնել գատնաբառը
286,hy.helpers.links.sign_in2,Sign In,Մուտք գործել 
287,hy.helpers.links.sign_in,Already have an account?,Արդեն գրանցվե՞լ եք
288,hy.helpers.links.sign_up2,Sign Up,Գրանցվել
289,hy.helpers.links.sign_up_question,Not a member yet?,Դեռ անդամ չե՞ք
290,hy.helpers.links.sign_up,Register now,Գրանցվել հիմա
291,hy.helpers.links.sign_up_title,Join Chai Khana,Միացիր Չայխանային
292,hy.helpers.links.sign_out,Sign Out,Դուրս գալ
293,hy.helpers.links.sign_in_provider,Sign in with %{provider},Մուտք գործել %{provider} ով
294,hy.helpers.links.sign_up_provider,Sign up with %{provider},Գրանցվել %{provider}-ով
295,hy.helpers.links.sign_in_local_or_provider,or log in with your email and password,կամ մուտք գործել էլեկտրոնային փոտի միջոցով և գաղտնաբառով
296,hy.helpers.links.reset_or_sign_in,sign in with facebook or reset your password,Մուտք գործել Facebook-ով կամ վերականգնել գաղտնաբառը 
297,hy.helpers.links.add_story,Add Story,Ավելացնել նյութ
298,hy.helpers.links.users,Users,Օգտատերեր
299,hy.helpers.links.authors,Authors,Հեղինակներ
300,hy.helpers.links.feedback,Feedback,Հետադարձ կապ
301,hy.helpers.links.about,About,Մեր մասին
302,hy.helpers.links.rss,RSS,RSS
303,hy.helpers.links.themes,Themes,Թեմաներ
304,hy.helpers.links.story_types,Types,Տեսակներ
305,hy.helpers.links.languages,Languages,Լեզուներ
306,hy.helpers.links.follow,Follow,Միանալ
307,hy.helpers.links.facebook,Facebook,Facebook
308,hy.helpers.links.twitter,Twitter,Twitter
309,hy.helpers.links.youtube,YouTube,YouTube
310,hy.helpers.links.subscribe,Subscribe,Բաժանորդագրվել
311,hy.helpers.links.user_settings,Settings,Կարգավորումներ
312,hy.helpers.links.like,Like,Հավանել
313,hy.helpers.links.likes,Likes,Հավանել
314,hy.helpers.links.comments,Comment on this story,Մեկնաբանել նյութը
315,hy.helpers.links.views,%{num} views,%{num} Դիտումներ
316,hy.helpers.links.tags,Tags,Պիտակներ (Tags)
317,hy.helpers.links.menu,Menu,Մենյու
318,hy.helpers.links.pages,Edit Text on Site,Խմբագրել տեքստը կայքում
319,hy.helpers.links.next,Next,Next
320,hy.helpers.links.feed,Feed,Լրահոս
321,hy.helpers.links.download,Download,Download
322,hy.helpers.links.previous,Previous,Previous
323,hy.helpers.links.story_menu.link.story,Story,նյութ
324,hy.helpers.links.story_menu.link.story_settings,Story Settings,Նյութի կարգավորումները
325,hy.helpers.links.story_menu.link.collaborators,Collaborators,Համագործակիցներ
326,hy.helpers.links.story_menu.link.preview,Preview,Նախադիտում
327,hy.helpers.links.story_menu.link.publish,Publish,Հրապարակել
328,hy.helpers.links.story_menu.link.unpublish,Unpublish,Հրապարակումը չեղարկել 
329,hy.helpers.links.story_menu.link.review,Private URL,Մասնավոր URL
330,hy.helpers.links.story_menu.link.clone,Clone,Կրկնoրինակել
331,hy.helpers.links.story_menu.link.export,Download,Ներբեռնել
332,hy.helpers.links.story_menu.link.delete_story,Delete,Ջնջել
333,hy.helpers.links.story_menu.link.translations,Translations,Թարգմանություններ
334,hy.helpers.links.story_menu.title.story,Edit your story,Խմբագրեք Ձեր նյութը
335,hy.helpers.links.story_menu.title.story_settings,"Edit story title, authors, URL, summary, thumbnail, language, tags and/or categories, content etc.","Խմբագրել նյութը, վերնագիրը, հեղինակներին, URL-ը, համառոտ նկարագրությունը, մանրապատկերը (thumbnail), lլեզուն, պիտակները (tags) այս կամ այն դասակարգումները, բովանդակությունը և այլն."
336,hy.helpers.links.story_menu.title.collaborators,Manage which users have access to edit your story,"Կարգավորել, թե որ օգտատերերը կարող են խմբագրել Ձեր նյութը"
337,hy.helpers.links.story_menu.title.preview,See how your story looks,"Տեսնել, թե ինչ տեսք ունի ձեր նյութը"
338,hy.helpers.links.story_menu.title.publish,Make your story viewable to the world,Տեսանելի դարձրեք Ձեր նյութն աշխարհին
339,hy.helpers.links.story_menu.title.unpublish,Make your story NOT viewable to the world,Անտեսանելի դարձրեք Ձեր նյութն աշխարհին
340,hy.helpers.links.story_menu.title.review,URL to share this story before publishing,Այս նյութի՝ նախքան հրապարակելը տարածելու համար նախատեսված URL 
341,hy.helpers.links.story_menu.title.clone,Copy this story into a new story,Պատճենել այս նյութը նոր նյութի մեջ 
342,hy.helpers.links.story_menu.title.export,Download the complete story,Ներբեռնել ամբողջական նյութը 
